total_sqft,bath,balcony,site_location,bhk,age,parking,floor_level,furnishing,distance,property_type,security
1394,3,2,Senapati Bapat Road,3,5,No,Top,Furnished,2.8,Independent House,No
1014,2,2,Hadapsar,3,27,No,Middle,Semi-Furnished,5.9,Villa,No
3698,4,1,Bhavani Peth,3,18,No,Ground,Semi-Furnished,8.4,Apartment,No
1308,1,2,Somwar Peth,4,22,Yes,Ground,Unfurnished,2.3,Independent House,Yes
1373,1,2,Gokhale Nagar,1,16,No,Top,Semi-Furnished,7.2,Independent House,No
513,4,1,Dhole Patil Road,2,14,No,Top,Semi-Furnished,1.1,Villa,No
1470,1,2,Anandnagar,3,12,No,Middle,Unfurnished,9.2,Independent House,Yes
3525,4,1,Sinhagad Road,4,17,No,Top,Semi-Furnished,1.3,Apartment,No
3561,3,1,Salunke Vihar,3,5,No,Middle,Semi-Furnished,9.2,Independent House,No
3583,4,1,Kothrud,1,14,No,Ground,Furnished,5.2,Villa,Yes
2634,3,1,Ambegaon Budruk,2,6,No,Top,Furnished,4.8,Villa,No
3456,2,2,Sasson Road,1,15,No,Ground,Furnished,9.7,Independent House,Yes
2060,4,1,Manik Bagh,4,7,Yes,Ground,Semi-Furnished,9.9,Apartment,Yes
1824,2,2,Balaji Nagar,3,14,No,Middle,Unfurnished,6.7,Independent House,Yes
1766,1,1,Kasba Peth,1,18,Yes,Ground,Furnished,1.7,Villa,No
2669,3,1,Wanowrie,4,1,No,Middle,Semi-Furnished,5.3,Independent House,Yes
3718,4,2,Warje,3,6,No,Middle,Furnished,5.5,Independent House,No
1249,2,1,Ambegaon Budruk,2,3,No,Ground,Unfurnished,5.4,Apartment,No
3927,3,2,Sadashiv Peth,1,5,Yes,Ground,Unfurnished,5.9,Independent House,No
1184,3,2,Ambegaon Budruk,3,12,Yes,Middle,Unfurnished,0.7,Apartment,No
2427,1,1,Wanowrie,3,11,No,Middle,Unfurnished,7.3,Independent House,Yes
2856,1,1,Sahakar Nagar,3,13,Yes,Ground,Unfurnished,7.3,Independent House,Yes
1194,3,1,Market yard,3,16,No,Middle,Unfurnished,1.6,Apartment,No
2835,3,1,Raviwar Peth,1,18,Yes,Middle,Semi-Furnished,5.9,Apartment,No
806,4,1,Nana Peth,3,17,Yes,Top,Furnished,5.9,Villa,Yes
2489,3,1,Balaji Nagar,4,17,Yes,Top,Unfurnished,7.0,Apartment,Yes
3461,4,2,Dehu Road,1,29,No,Top,Furnished,1.3,Independent House,Yes
1161,3,2,Ganeshkhind,3,11,Yes,Top,Furnished,6.5,Villa,No
1048,1,1,Alandi Road,1,20,Yes,Top,Semi-Furnished,3.2,Apartment,Yes
3923,4,2,Hadapsar,4,10,No,Middle,Unfurnished,5.3,Apartment,Yes
811,2,2,Kasba Peth,4,29,Yes,Middle,Unfurnished,7.8,Villa,Yes
3420,1,1,Guruwar peth,1,16,No,Top,Semi-Furnished,7.2,Independent House,No
1582,4,1,Prabhat Road,3,2,No,Ground,Semi-Furnished,1.6,Independent House,Yes
3471,4,2,Dapodi,3,17,Yes,Top,Semi-Furnished,6.1,Villa,Yes
2237,2,1,Baner road,4,22,No,Ground,Semi-Furnished,9.7,Independent House,Yes
1254,4,2,Mukund Nagar,3,20,Yes,Middle,Semi-Furnished,2.0,Apartment,No
534,3,1,Khadaki,4,10,Yes,Ground,Furnished,8.6,Independent House,No
944,2,2,Bhandarkar Road,3,13,No,Middle,Semi-Furnished,7.2,Apartment,Yes
2640,1,2,Vadgaon Budruk,4,12,Yes,Ground,Unfurnished,7.9,Independent House,No
2482,1,2,Hingne Khurd,2,15,Yes,Middle,Unfurnished,3.2,Apartment,No
1730,3,2,Rasta Peth,3,7,No,Middle,Semi-Furnished,3.2,Villa,Yes
852,1,1,Shaniwar Peth,3,27,No,Top,Semi-Furnished,9.1,Apartment,No
1402,4,1,Mangalwar peth,3,22,Yes,Middle,Semi-Furnished,3.9,Independent House,Yes
1855,4,2,Manik Bagh,1,21,No,Top,Semi-Furnished,1.1,Apartment,No
3409,3,2,Swargate,3,26,No,Top,Semi-Furnished,6.2,Independent House,No
2248,1,1,Fergusson College Road,1,28,No,Top,Unfurnished,1.7,Independent House,Yes
658,1,1,Paud Road,1,13,No,Ground,Furnished,8.1,Apartment,Yes
2477,3,2,Narayangaon,4,12,Yes,Ground,Semi-Furnished,6.6,Independent House,Yes
1456,2,2,Market yard,1,12,Yes,Middle,Semi-Furnished,8.8,Villa,No
2571,1,2,Kondhwa Budruk,1,28,No,Top,Semi-Furnished,8.0,Independent House,No
903,2,2,Fatima Nagar,2,2,Yes,Top,Unfurnished,1.6,Villa,No
3352,1,2,Kondhwa Budruk,3,5,No,Middle,Unfurnished,4.1,Villa,No
1015,1,1,Dhole Patil Road,1,25,No,Top,Furnished,7.9,Independent House,Yes
3279,1,2,Bibvewadi,3,25,Yes,Middle,Furnished,4.5,Villa,Yes
1887,1,1,Kothrud,1,2,Yes,Top,Furnished,9.7,Villa,Yes
3953,4,1,Baner road,4,23,Yes,Ground,Furnished,7.5,Apartment,Yes
3079,2,1,Karve Road,2,26,Yes,Middle,Unfurnished,0.6,Villa,Yes
1455,2,2,Hingne Khurd,1,20,No,Middle,Furnished,8.9,Villa,No
2699,1,1,Law College Road,3,13,No,Ground,Semi-Furnished,1.5,Villa,No
2212,1,1,Kondhwa Budruk,4,29,Yes,Middle,Unfurnished,1.8,Villa,Yes
3494,2,1,Karve Nagar,3,3,No,Ground,Unfurnished,7.5,Villa,No
1107,4,1,Baner road,4,11,Yes,Top,Unfurnished,8.7,Independent House,No
2967,3,2,Manik Bagh,2,16,Yes,Ground,Semi-Furnished,5.6,Villa,No
1773,3,2,Kalyani Nagar,4,1,Yes,Ground,Unfurnished,3.2,Independent House,Yes
3688,2,1,Wagholi,3,19,No,Middle,Semi-Furnished,3.8,Independent House,No
3413,1,1,Wakadewadi,3,11,No,Top,Furnished,3.8,Independent House,Yes
2035,1,2,Kasba Peth,1,9,Yes,Ground,Unfurnished,3.6,Apartment,No
3125,4,2,Hadapsar Industrial Estate,4,14,Yes,Top,Semi-Furnished,2.8,Apartment,No
2882,3,2,Shaniwar Peth,3,9,Yes,Ground,Unfurnished,6.3,Independent House,Yes
1941,4,1,Dapodi,1,7,Yes,Middle,Furnished,9.1,Apartment,Yes
3479,3,2,Hadapsar,2,16,No,Ground,Unfurnished,3.4,Villa,Yes
2297,2,1,Koregaon Park,3,3,No,Ground,Furnished,2.3,Independent House,Yes
794,3,1,Mahatma Gandhi Road,1,29,Yes,Top,Unfurnished,8.5,Independent House,No
1254,4,2,Shivaji Nagar,3,19,Yes,Ground,Semi-Furnished,7.5,Independent House,Yes
1894,4,1,Wanowrie,4,4,No,Middle,Furnished,9.3,Apartment,Yes
685,4,2,Bhandarkar Road,1,7,Yes,Middle,Unfurnished,2.1,Apartment,No
1769,2,1,Hadapsar,4,23,No,Ground,Furnished,1.9,Apartment,No
1136,3,2,Nana Peth,2,28,No,Ground,Furnished,5.6,Villa,No
1791,3,1,Wanowrie,4,12,Yes,Top,Semi-Furnished,6.3,Apartment,Yes
3808,4,1,Satara Road,1,18,No,Top,Semi-Furnished,5.1,Independent House,Yes
1029,3,2,Dhayari Phata,3,28,No,Middle,Semi-Furnished,6.2,Apartment,No
2568,1,2,Mundhawa,1,5,No,Top,Semi-Furnished,2.2,Apartment,No
3458,1,2,Tilak Road,4,23,No,Ground,Furnished,5.1,Apartment,No
3414,1,2,Prabhat Road,4,23,Yes,Middle,Furnished,6.8,Apartment,Yes
1293,3,1,Bhavani Peth,3,22,No,Top,Unfurnished,4.6,Independent House,No
2647,2,2,Balaji Nagar,2,26,No,Middle,Unfurnished,7.0,Apartment,Yes
3299,2,2,Budhwar Peth,1,10,No,Ground,Unfurnished,4.8,Independent House,Yes
977,2,1,Parvati Darshan,3,12,Yes,Top,Semi-Furnished,3.7,Apartment,No
2122,2,2,Dhankawadi,3,8,Yes,Ground,Furnished,3.4,Villa,Yes
3869,1,2,Mukund Nagar,3,19,Yes,Ground,Furnished,4.4,Villa,Yes
1439,1,1,Kondhwa Budruk,1,15,No,Middle,Unfurnished,0.7,Independent House,Yes
1025,4,2,Baner road,1,1,Yes,Middle,Unfurnished,6.9,Independent House,Yes
2881,3,2,Bhavani Peth,1,3,Yes,Middle,Furnished,8.5,Villa,Yes
501,3,2,Sadashiv Peth,2,27,Yes,Top,Semi-Furnished,3.9,Villa,Yes
874,2,2,Paud Road,3,18,No,Top,Unfurnished,0.9,Apartment,No
2840,1,2,Bibvewadi,4,18,Yes,Middle,Unfurnished,9.9,Villa,Yes
3384,2,2,Bopodi,4,2,Yes,Top,Furnished,3.0,Independent House,No
3552,4,1,Bhavani Peth,3,5,Yes,Top,Furnished,1.7,Independent House,Yes
1052,3,2,Fergusson College Road,4,29,No,Middle,Unfurnished,4.0,Villa,No
2865,3,1,Law College Road,2,1,No,Ground,Unfurnished,7.5,Independent House,No
2025,2,1,Law College Road,2,10,Yes,Top,Semi-Furnished,3.3,Apartment,No
2351,4,1,Vishrant Wadi,1,20,Yes,Top,Semi-Furnished,6.0,Apartment,Yes
880,3,1,Bibvewadi,1,10,Yes,Ground,Semi-Furnished,4.4,Villa,Yes
2146,4,2,Narayangaon,1,5,No,Ground,Semi-Furnished,1.6,Independent House,Yes
513,4,2,Jangali Maharaj Road,1,18,No,Ground,Unfurnished,3.6,Villa,Yes
1003,2,2,Karve Road,1,21,Yes,Middle,Unfurnished,7.4,Independent House,Yes
2778,1,1,Mangalwar peth,4,26,No,Ground,Unfurnished,6.3,Independent House,Yes
2508,2,2,Wadgaon Sheri,4,15,Yes,Middle,Semi-Furnished,1.6,Independent House,No
3655,1,2,Senapati Bapat Road,1,20,No,Ground,Unfurnished,2.1,Apartment,Yes
629,4,2,Model colony,2,8,Yes,Ground,Furnished,6.6,Independent House,Yes
1337,1,1,Alandi Road,4,17,No,Middle,Semi-Furnished,8.2,Apartment,Yes
3716,4,1,Model colony,2,12,Yes,Middle,Furnished,3.8,Independent House,No
3438,3,2,Aundh,2,21,No,Ground,Semi-Furnished,6.2,Villa,No
2540,3,1,Gokhale Nagar,3,27,Yes,Ground,Unfurnished,2.1,Apartment,No
527,3,1,Bopodi,3,12,Yes,Ground,Semi-Furnished,3.5,Apartment,No
2613,2,2,Hingne Khurd,1,26,Yes,Top,Furnished,0.7,Apartment,Yes
3734,2,1,Satara Road,2,1,Yes,Ground,Semi-Furnished,7.8,Villa,Yes
1752,4,1,Mahatma Gandhi Road,4,26,No,Middle,Furnished,4.3,Apartment,No
760,3,2,Gultekdi,3,26,Yes,Top,Unfurnished,8.3,Villa,No
2546,2,1,Vadgaon Budruk,3,4,No,Middle,Furnished,7.2,Independent House,Yes
1972,3,1,Pirangut,2,8,No,Top,Unfurnished,8.4,Independent House,No
1947,2,1,Mahatma Gandhi Road,3,1,Yes,Top,Furnished,3.2,Villa,No
959,1,1,Shivaji Nagar,3,27,Yes,Middle,Unfurnished,2.3,Apartment,No
800,1,1,Baner,4,15,Yes,Top,Furnished,9.7,Apartment,No
3466,3,1,Dhole Patil Road,2,18,Yes,Middle,Unfurnished,7.3,Villa,Yes
3874,4,1,Wanowrie,3,1,No,Ground,Unfurnished,8.4,Independent House,No
2834,2,1,Salunke Vihar,2,11,No,Top,Unfurnished,0.6,Villa,Yes
3966,2,2,Model colony,3,23,No,Middle,Furnished,3.9,Apartment,No
3581,1,2,Mundhawa,4,2,No,Top,Furnished,7.6,Apartment,No
1129,1,2,Wanowrie,2,1,Yes,Middle,Unfurnished,1.2,Apartment,Yes
769,4,2,Padmavati,3,12,No,Ground,Semi-Furnished,5.9,Apartment,Yes
3139,4,1,Bopodi,4,16,Yes,Ground,Unfurnished,4.6,Independent House,No
2493,4,2,Baner,3,22,Yes,Top,Semi-Furnished,0.7,Independent House,No
2128,3,2,Market yard,2,22,No,Top,Unfurnished,2.7,Independent House,No
2301,1,1,Narayangaon,3,10,No,Middle,Furnished,3.2,Apartment,Yes
3391,3,1,Wadgaon Sheri,2,18,No,Middle,Semi-Furnished,1.6,Apartment,No
1361,1,1,Sadashiv Peth,2,15,No,Top,Furnished,6.5,Apartment,No
3932,1,1,Satara Road,3,17,No,Middle,Semi-Furnished,2.8,Villa,Yes
1780,2,1,Market yard,4,10,No,Middle,Semi-Furnished,3.1,Apartment,No
2680,1,2,Jangali Maharaj Road,1,3,Yes,Middle,Semi-Furnished,9.0,Independent House,No
3847,1,1,Vishrant Wadi,4,26,Yes,Top,Semi-Furnished,4.9,Independent House,No
2299,3,2,Fatima Nagar,4,21,Yes,Ground,Furnished,4.2,Independent House,Yes
2206,1,2,Kharadi,3,16,No,Ground,Semi-Furnished,7.4,Villa,No
3519,3,1,Dapodi,4,6,Yes,Middle,Unfurnished,9.1,Independent House,No
3060,4,2,Ambegaon Budruk,4,3,Yes,Top,Unfurnished,0.7,Villa,No
2860,1,2,Budhwar Peth,1,9,Yes,Middle,Semi-Furnished,4.8,Villa,No
1075,1,1,Gultekdi,4,11,Yes,Ground,Furnished,6.3,Villa,Yes
3433,3,2,Wanowrie,1,21,Yes,Middle,Furnished,3.5,Apartment,No
2503,4,2,Ghorpade Peth,3,13,Yes,Ground,Semi-Furnished,7.8,Apartment,No
1807,2,2,Nana Peth,1,18,No,Top,Furnished,9.7,Independent House,No
3692,4,1,Ganeshkhind,2,26,No,Middle,Furnished,9.5,Independent House,No
3678,3,1,Camp,2,22,No,Top,Furnished,3.0,Villa,Yes
2456,4,1,Yerawada,1,28,Yes,Middle,Semi-Furnished,2.7,Apartment,No
3234,3,2,Shaniwar Peth,2,24,No,Middle,Unfurnished,9.6,Independent House,No
2520,3,1,Hadapsar,3,27,No,Middle,Unfurnished,4.9,Independent House,Yes
3775,2,2,Dhankawadi,2,22,Yes,Middle,Unfurnished,2.5,Apartment,No
2712,1,1,Khadaki,1,4,No,Middle,Unfurnished,7.2,Villa,Yes
2852,3,2,Bopodi,3,22,Yes,Top,Unfurnished,3.2,Independent House,No
2155,3,1,Sadashiv Peth,2,24,No,Top,Furnished,3.0,Independent House,Yes
2079,2,1,Erandwane,3,8,Yes,Ground,Furnished,8.9,Apartment,Yes
2347,3,2,Raviwar Peth,1,13,Yes,Middle,Furnished,2.0,Apartment,No
2703,1,1,Bund Garden Road,2,10,No,Ground,Semi-Furnished,1.1,Villa,Yes
1890,2,2,Wagholi,3,2,Yes,Top,Furnished,3.1,Villa,Yes
2242,1,1,Fergusson College Road,3,8,No,Ground,Unfurnished,6.3,Independent House,No
2425,1,1,Satara Road,2,6,Yes,Top,Furnished,1.7,Villa,No
1119,2,2,Tilak Road,3,16,No,Middle,Unfurnished,5.0,Independent House,No
1774,3,2,Gultekdi,3,18,No,Ground,Furnished,6.5,Independent House,No
1456,1,2,Manik Bagh,1,17,Yes,Ground,Unfurnished,8.6,Apartment,No
2439,1,1,Aundh Road,1,6,No,Ground,Furnished,2.7,Independent House,No
2881,1,2,Budhwar Peth,1,13,No,Ground,Unfurnished,8.3,Apartment,No
1468,1,1,Ghorpade Peth,1,23,No,Middle,Unfurnished,2.7,Independent House,No
3058,2,2,Khadki,1,14,Yes,Top,Semi-Furnished,6.9,Independent House,No
1816,2,2,Vishrant Wadi,1,26,Yes,Top,Furnished,4.6,Independent House,Yes
1543,4,2,Koregaon Park,2,21,No,Middle,Unfurnished,1.6,Villa,Yes
781,4,2,Rasta Peth,1,10,No,Top,Furnished,7.3,Villa,Yes
3344,1,2,Karve Nagar,3,24,Yes,Ground,Unfurnished,2.6,Apartment,Yes
3572,3,2,Paud Road,2,11,Yes,Middle,Semi-Furnished,2.2,Independent House,Yes
2666,1,1,Narayangaon,3,13,No,Top,Semi-Furnished,3.9,Apartment,Yes
1558,3,2,Karve Road,1,12,Yes,Middle,Semi-Furnished,6.7,Apartment,Yes
697,1,1,Kalyani Nagar,1,9,Yes,Middle,Semi-Furnished,2.7,Independent House,No
3032,4,2,Uruli Devachi,3,4,No,Top,Unfurnished,2.2,Villa,Yes
1582,4,2,Baner road,3,7,Yes,Top,Furnished,0.6,Villa,Yes
3384,3,2,Shukrawar Peth,3,24,Yes,Middle,Semi-Furnished,5.0,Apartment,Yes
1684,1,1,Mahatma Gandhi Road,4,29,Yes,Middle,Semi-Furnished,4.6,Villa,Yes
1508,3,1,Wagholi,4,22,No,Top,Semi-Furnished,2.7,Independent House,Yes
3238,4,2,Hadapsar,4,2,Yes,Middle,Furnished,1.0,Independent House,No
1729,1,1,Shukrawar Peth,4,7,No,Top,Unfurnished,4.6,Villa,Yes
1535,1,2,Khadaki,2,29,Yes,Middle,Unfurnished,8.0,Villa,Yes
989,3,2,Sasson Road,1,9,Yes,Middle,Unfurnished,7.3,Apartment,No
775,2,1,Ganeshkhind,3,5,No,Middle,Unfurnished,8.7,Villa,Yes
3240,3,1,Baner road,1,15,No,Top,Furnished,0.6,Apartment,No
2789,4,1,Erandwane,3,18,No,Ground,Furnished,9.7,Independent House,No
1739,4,1,Padmavati,1,4,No,Top,Furnished,3.7,Independent House,No
1774,4,2,Wanowrie,2,19,Yes,Middle,Semi-Furnished,9.9,Independent House,Yes
625,4,1,Dhankawadi,4,20,No,Ground,Furnished,2.9,Villa,Yes
716,4,1,Chandan Nagar,1,26,No,Ground,Unfurnished,5.0,Villa,No
3877,2,2,Dapodi,3,7,No,Middle,Furnished,3.9,Villa,Yes
1708,1,1,Shivaji Nagar,1,26,Yes,Top,Semi-Furnished,3.9,Apartment,Yes
3610,3,1,Dehu Road,2,8,Yes,Ground,Unfurnished,8.5,Apartment,No
1746,3,1,Baner road,2,17,No,Ground,Furnished,7.6,Apartment,No
3755,4,1,Karve Nagar,1,13,No,Top,Unfurnished,9.9,Independent House,Yes
3042,3,2,Karve Nagar,4,24,No,Top,Unfurnished,6.3,Apartment,No
2974,4,2,Mangalwar peth,3,21,No,Ground,Furnished,4.9,Villa,No
3749,2,1,Wanowrie,2,28,Yes,Top,Furnished,1.4,Villa,Yes
1418,2,1,Wadgaon Sheri,2,23,No,Ground,Semi-Furnished,10.0,Independent House,Yes
3999,1,2,Gultekdi,1,11,Yes,Middle,Furnished,5.7,Villa,No
1817,2,1,Kharadi,2,27,No,Top,Furnished,7.2,Villa,Yes
2698,2,1,Nana Peth,2,1,No,Ground,Furnished,4.4,Villa,Yes
2931,1,1,Sasson Road,3,2,Yes,Top,Unfurnished,5.7,Apartment,Yes
2161,3,1,Dapodi,4,17,No,Top,Semi-Furnished,9.5,Apartment,Yes
807,4,1,Shaniwar Peth,3,5,No,Ground,Unfurnished,2.1,Villa,Yes
1859,4,1,Sadashiv Peth,4,6,No,Middle,Furnished,3.3,Villa,Yes
2469,3,1,Karve Road,3,26,No,Ground,Semi-Furnished,1.9,Villa,No
3293,1,1,Khadaki,1,25,Yes,Top,Furnished,8.0,Villa,No
1391,3,1,Kothrud,2,24,No,Ground,Unfurnished,1.1,Apartment,No
874,2,2,Bopodi,4,7,No,Top,Unfurnished,1.3,Independent House,No
3579,1,2,Vishrant Wadi,1,28,Yes,Ground,Furnished,3.3,Villa,No
2533,1,2,Deccan Gymkhana,2,21,No,Middle,Semi-Furnished,5.4,Apartment,Yes
1864,1,1,Shaniwar Peth,2,15,Yes,Middle,Unfurnished,4.4,Villa,Yes
628,4,1,Balaji Nagar,2,19,No,Middle,Furnished,0.9,Independent House,No
1514,3,2,Khadki,3,16,No,Middle,Furnished,9.6,Apartment,Yes
2299,1,1,Hingne Khurd,1,25,No,Ground,Furnished,9.6,Apartment,No
3216,1,2,Manik Bagh,1,13,Yes,Middle,Semi-Furnished,3.2,Independent House,Yes
3923,1,1,Narayangaon,2,5,Yes,Ground,Furnished,7.4,Independent House,No
1881,3,2,Prabhat Road,4,3,No,Top,Furnished,6.0,Apartment,Yes
1016,4,2,Sinhagad Road,1,3,Yes,Top,Unfurnished,2.8,Independent House,No
2018,2,2,Chandan Nagar,3,19,No,Top,Furnished,3.0,Villa,Yes
585,4,1,Baner road,4,14,Yes,Middle,Semi-Furnished,5.2,Independent House,No
1698,1,2,Vishrant Wadi,4,16,No,Middle,Furnished,4.5,Independent House,Yes
3764,4,1,Wadgaon Sheri,4,22,Yes,Middle,Semi-Furnished,3.3,Apartment,Yes
2858,4,1,Uruli Devachi,4,17,No,Top,Furnished,8.2,Independent House,No
1642,2,1,Gultekdi,1,27,Yes,Top,Furnished,5.1,Apartment,No
3789,3,1,Bhavani Peth,2,4,Yes,Top,Furnished,6.7,Villa,No
2974,3,1,Model colony,4,13,Yes,Top,Semi-Furnished,2.3,Independent House,No
2493,4,1,Sasson Road,3,8,Yes,Ground,Unfurnished,5.6,Independent House,No
3985,4,1,Wakadewadi,3,19,No,Ground,Semi-Furnished,3.5,Apartment,No
2661,3,2,Pune Railway Station,2,5,No,Middle,Unfurnished,5.5,Apartment,No
3716,3,2,Dhankawadi,1,2,Yes,Middle,Semi-Furnished,7.9,Independent House,No
802,2,2,Aundh Road,2,15,No,Top,Furnished,7.8,Apartment,Yes
3291,1,1,Erandwane,4,2,Yes,Ground,Furnished,3.9,Independent House,Yes
1087,4,1,Bhandarkar Road,1,11,No,Ground,Unfurnished,7.1,Villa,Yes
1486,3,1,Mundhawa,1,13,Yes,Middle,Unfurnished,9.4,Independent House,Yes
2363,4,1,Nagar Road,4,23,No,Ground,Semi-Furnished,6.4,Villa,No
844,4,2,Wanowrie,3,10,No,Middle,Semi-Furnished,1.9,Villa,Yes
1313,3,1,Shivaji Nagar,4,3,Yes,Top,Unfurnished,7.0,Apartment,Yes
2487,2,2,Manik Bagh,2,5,Yes,Top,Unfurnished,1.5,Apartment,No
3348,4,1,Kondhwa Budruk,4,3,Yes,Middle,Semi-Furnished,8.8,Apartment,Yes
3572,2,2,Dhole Patil Road,3,6,Yes,Top,Unfurnished,5.4,Apartment,No
3718,3,1,Padmavati,4,13,Yes,Top,Unfurnished,4.2,Independent House,Yes
1810,1,2,Baner road,2,10,No,Ground,Unfurnished,1.0,Villa,Yes
2499,1,1,Dhankawadi,2,19,Yes,Ground,Unfurnished,4.1,Independent House,No
2177,4,2,Lulla Nagar,3,8,No,Ground,Furnished,9.1,Villa,No
3624,3,1,Senapati Bapat Road,2,18,Yes,Ground,Furnished,0.7,Villa,Yes
1827,2,2,Karve Road,2,3,No,Ground,Unfurnished,5.0,Villa,Yes
1592,4,2,Kalyani Nagar,4,24,No,Middle,Semi-Furnished,9.3,Independent House,Yes
2908,3,1,Laxmi Road,1,24,Yes,Middle,Furnished,4.3,Apartment,No
3791,3,2,Hadapsar Industrial Estate,2,17,Yes,Ground,Semi-Furnished,4.6,Independent House,No
1509,2,1,Salunke Vihar,2,8,No,Top,Semi-Furnished,6.0,Villa,No
1203,4,1,Hadapsar,3,10,No,Top,Furnished,4.9,Independent House,No
1074,3,1,Gultekdi,3,2,Yes,Middle,Semi-Furnished,2.1,Villa,No
2108,3,2,Manik Bagh,4,12,No,Middle,Semi-Furnished,0.7,Apartment,No
3732,3,2,Kharadi,4,23,No,Middle,Unfurnished,6.3,Apartment,Yes
1612,2,1,Hadapsar Industrial Estate,2,6,No,Top,Unfurnished,9.2,Independent House,No
1187,4,1,Rasta Peth,1,2,No,Middle,Unfurnished,1.5,Apartment,No
3328,4,2,Narayangaon,1,21,No,Top,Furnished,2.5,Villa,Yes
3132,4,2,Erandwane,4,23,No,Middle,Unfurnished,4.0,Villa,Yes
3136,4,2,Kondhwa Budruk,3,24,Yes,Top,Semi-Furnished,8.2,Apartment,No
3730,1,1,Model colony,2,3,Yes,Middle,Semi-Furnished,3.1,Apartment,No
988,1,1,Baner,2,17,Yes,Middle,Semi-Furnished,8.9,Apartment,No
3518,4,1,Vishrant Wadi,1,29,Yes,Top,Semi-Furnished,1.0,Independent House,No
1847,2,1,Narayan Peth,4,7,No,Middle,Semi-Furnished,9.4,Independent House,Yes
3952,1,1,Anandnagar,1,29,Yes,Ground,Furnished,5.8,Villa,Yes
3673,3,2,Karve Nagar,1,21,No,Top,Semi-Furnished,6.8,Independent House,Yes
993,1,1,Swargate,4,5,No,Middle,Furnished,4.0,Independent House,No
2167,3,2,Hadapsar Industrial Estate,3,23,Yes,Top,Semi-Furnished,7.9,Villa,Yes
2137,4,2,Kharadi,2,1,Yes,Middle,Furnished,2.1,Villa,No
518,1,1,Gokhale Nagar,3,8,No,Ground,Furnished,1.0,Apartment,Yes
2944,2,2,Dapodi,4,12,Yes,Middle,Semi-Furnished,4.3,Apartment,No
1500,1,1,Nagar Road,4,14,Yes,Middle,Semi-Furnished,8.6,Independent House,No
3850,1,2,Bhavani Peth,2,16,No,Ground,Semi-Furnished,7.7,Villa,Yes
1350,1,1,Swargate,3,10,No,Top,Semi-Furnished,5.4,Independent House,Yes
1888,4,1,Deccan Gymkhana,2,15,No,Middle,Unfurnished,5.9,Independent House,No
1854,2,2,Kondhwa,1,21,No,Middle,Unfurnished,1.7,Villa,Yes
1867,1,1,Wagholi,1,24,No,Ground,Furnished,8.5,Villa,No
1321,2,2,Nagar Road,1,26,No,Top,Furnished,8.0,Villa,No
954,4,1,Narayangaon,3,15,Yes,Top,Unfurnished,6.7,Villa,Yes
2124,3,1,Nagar Road,1,10,Yes,Ground,Furnished,4.9,Independent House,Yes
3272,1,1,Law College Road,2,21,Yes,Ground,Semi-Furnished,9.7,Independent House,No
3636,2,2,Navi Peth,3,28,No,Middle,Furnished,8.9,Independent House,No
3647,2,2,Vadgaon Budruk,2,7,No,Ground,Furnished,6.6,Villa,No
1210,4,1,Guruwar peth,4,26,Yes,Ground,Furnished,4.0,Apartment,No
2690,1,2,Bhavani Peth,3,3,Yes,Ground,Unfurnished,6.4,Independent House,No
1416,3,1,Bibvewadi,2,2,Yes,Top,Unfurnished,6.0,Apartment,No
3375,2,2,Pune Railway Station,2,6,No,Ground,Furnished,4.2,Apartment,Yes
3152,1,2,Narayangaon,3,21,Yes,Middle,Semi-Furnished,3.4,Apartment,Yes
1996,3,1,Koregaon Park,4,9,Yes,Middle,Furnished,4.4,Villa,Yes
1940,2,1,Hadapsar Industrial Estate,3,10,Yes,Middle,Unfurnished,6.0,Villa,No
804,2,1,Dapodi,1,4,No,Ground,Semi-Furnished,4.6,Independent House,No
1235,3,1,Manik Bagh,1,27,Yes,Top,Furnished,3.0,Independent House,Yes
2838,3,1,Sasson Road,4,3,Yes,Ground,Unfurnished,7.7,Villa,Yes
2463,4,2,Tilak Road,2,9,No,Ground,Semi-Furnished,5.5,Villa,Yes
2649,1,2,Kasba Peth,2,24,No,Middle,Furnished,1.1,Apartment,No
2509,1,1,Dehu Road,2,22,No,Ground,Unfurnished,4.0,Villa,No
3838,4,1,Paud Road,3,17,No,Top,Semi-Furnished,8.9,Villa,No
3414,2,1,Sinhagad Road,3,14,No,Middle,Furnished,7.7,Villa,Yes
3515,3,2,Mangalwar peth,4,10,Yes,Top,Semi-Furnished,3.6,Villa,Yes
3521,3,1,Padmavati,1,13,Yes,Top,Semi-Furnished,9.4,Apartment,Yes
3389,3,1,Somwar Peth,2,12,No,Top,Semi-Furnished,1.2,Independent House,No
1461,2,2,Koregaon Park,1,27,No,Ground,Unfurnished,9.6,Apartment,Yes
3489,3,2,Balaji Nagar,3,1,No,Ground,Furnished,2.8,Villa,Yes
1526,3,2,Chandan Nagar,3,28,No,Ground,Semi-Furnished,0.6,Villa,No
2632,4,2,Raviwar Peth,3,22,Yes,Ground,Semi-Furnished,4.6,Independent House,No
2875,2,1,Deccan Gymkhana,1,29,Yes,Middle,Semi-Furnished,3.9,Independent House,Yes
3363,1,2,Mahatma Gandhi Road,4,19,No,Ground,Unfurnished,5.6,Independent House,No
1973,4,2,Kothrud,4,19,No,Middle,Semi-Furnished,8.1,Apartment,Yes
3001,4,1,Khadki,3,6,No,Top,Unfurnished,8.5,Independent House,No
